형태소,품사,분류,카운트
뻥뻥,Noun,말할 수 없는 비밀,2
뻥점,Noun,말할 수 없는 비밀,1
뻥졋어,Noun,말할 수 없는 비밀,1
뻥튀기,Noun,말할 수 없는 비밀,7
뻬리굿,Noun,말할 수 없는 비밀,1
뼈,Noun,그시절 우리가 좋아했던 소녀,3
뼈,Noun,시절인연,1
뼛속,Noun,패왕별희,1
뽀,Noun,말할 수 없는 비밀,3
뽀,Noun,시절인연,1
뽀레수뚜,Noun,패왕별희,1
뽀뽀,Noun,그시절 우리가 좋아했던 소녀,1
뽀뽀,Noun,나의 소녀시대,2
뽀뽀,Noun,말할 수 없는 비밀,1
뽀뽀뽀,Noun,나의 소녀시대,1
뽀송뽀송하고,Adjective,그시절 우리가 좋아했던 소녀,1
뽀송뽀송한,Adjective,나의 소녀시대,2
뽄,Noun,나의 소녀시대,1
뽑고,Verb,나의 소녀시대,1
뽑고,Verb,말할 수 없는 비밀,2
뽑고,Verb,패왕별희,1
뽑고싶군요,Verb,말할 수 없는 비밀,1
뽑고싶음,Verb,말할 수 없는 비밀,1
뽑내는군,Verb,말할 수 없는 비밀,1
뽑네,Verb,말할 수 없는 비밀,1
뽑는,Verb,나의 소녀시대,1
뽑는,Verb,말할 수 없는 비밀,2
뽑는,Verb,패왕별희,1
뽑는다면,Verb,그시절 우리가 좋아했던 소녀,1
뽑아,Verb,말할 수 없는 비밀,2
뽑아,Verb,시절인연,1
뽑아서,Verb,말할 수 없는 비밀,3
뽑았다,Verb,말할 수 없는 비밀,1
뽑았어요,Verb,말할 수 없는 비밀,2
뽑으라면,Verb,그시절 우리가 좋아했던 소녀,2
뽑으라면,Verb,말할 수 없는 비밀,2
뽑은,Verb,나의 소녀시대,1
뽑은듯,Verb,말할 수 없는 비밀,1
뽑을,Verb,말할 수 없는 비밀,3
뽑을,Verb,패왕별희,1
뽑을수,Verb,말할 수 없는 비밀,1
뽑자면,Verb,그시절 우리가 좋아했던 소녀,1
뽑자면,Verb,말할 수 없는 비밀,1
뽑지,Verb,나의 소녀시대,2
뽑혀지는,Verb,말할 수 없는 비밀,1
뽑히는,Verb,말할 수 없는 비밀,2
뽑히는,Verb,패왕별희,1
뽕,Noun,그시절 우리가 좋아했던 소녀,1
뽕,Noun,말할 수 없는 비밀,5
뽕,Noun,청설,3
뽕뽕,Noun,그시절 우리가 좋아했던 소녀,1
뽕작,Noun,청설,1
뽕짝,Noun,그시절 우리가 좋아했던 소녀,1
뽕짝,Noun,나의 소녀시대,8
뽕짝,Noun,말할 수 없는 비밀,1
뿅,Adverb,말할 수 없는 비밀,5
뿅뿅,Adverb,말할 수 없는 비밀,1
뿌,Noun,말할 수 없는 비밀,1
뿌넝,Noun,말할 수 없는 비밀,1
뿌듯하게,Adjective,나의 소녀시대,1
뿌듯하고,Adjective,청설,1
뿌듯하네요,Adjective,나의 소녀시대,1
뿌듯해지게만,Adjective,말할 수 없는 비밀,1
뿌듯했답니다,Adjective,말할 수 없는 비밀,1
뿌려,Verb,나의 소녀시대,2
뿌려라,Verb,나의 소녀시대,1
뿌려진,Verb,말할 수 없는 비밀,1
뿌렸나,Verb,말할 수 없는 비밀,1
뿌리,Noun,5일의마중,1
뿌리,Noun,말할 수 없는 비밀,2
뿌리,Noun,패왕별희,1
뿌리기,Verb,나의 소녀시대,2
뿌리던데,Verb,나의 소녀시대,1
뿌리시고,Verb,나의 소녀시대,1
뿌리칠,Verb,5일의마중,1
뿌리칠수,Verb,말할 수 없는 비밀,1
뿌린,Verb,그시절 우리가 좋아했던 소녀,1
뿌린,Verb,말할 수 없는 비밀,1
뿌린대로,Verb,말할 수 없는 비밀,1
뿌셔졌기,Noun,말할 수 없는 비밀,1
뿐,Noun,그시절 우리가 좋아했던 소녀,25
뿐,Noun,나의 소녀시대,11
뿐,Noun,말할 수 없는 비밀,51
뿐,Noun,시절인연,2
뿐,Noun,청설,5
뿐,Noun,패왕별희,15
뿐,Suffix,5일의마중,2
뿐,Suffix,그시절 우리가 좋아했던 소녀,7
뿐,Suffix,나의 소녀시대,5
뿐,Suffix,말할 수 없는 비밀,47
뿐,Suffix,시절인연,2
뿐,Suffix,청설,2
뿐,Suffix,패왕별희,6
뿐더러,Noun,말할 수 없는 비밀,2
뿐이구려,Adjective,말할 수 없는 비밀,1
뿐이네요,Adjective,말할 수 없는 비밀,1
뿐이데,Adjective,나의 소녀시대,1
뿐이었고,Adjective,말할 수 없는 비밀,1
뿐이었나보다,Adjective,패왕별희,1
뿐이었다,Adjective,말할 수 없는 비밀,2
뿐이었다,Adjective,패왕별희,5
뿐인,Adjective,그시절 우리가 좋아했던 소녀,2
뿐인듯,Adjective,말할 수 없는 비밀,1
뿐인지도,Adjective,말할 수 없는 비밀,1
뿐일듯,Adjective,패왕별희,1
뿐입니다,Adjective,그시절 우리가 좋아했던 소녀,1
뿐입니다,Adjective,말할 수 없는 비밀,1
뿐입니다,Adjective,패왕별희,2
뿐함,Noun,말할 수 없는 비밀,1
뿜,Noun,5일의마중,1
뿜,Noun,나의 소녀시대,1
뿜어내는,Verb,말할 수 없는 비밀,1
쁘듯,Noun,말할 수 없는 비밀,1
삐,Noun,말할 수 없는 비밀,2
삐끗,Noun,말할 수 없는 비밀,1
삘,Noun,나의 소녀시대,1
삘,Noun,말할 수 없는 비밀,13
삘,Noun,시절인연,1
삘꽃혀,Noun,나의 소녀시대,1
삘니,Noun,말할 수 없는 비밀,1
삘찔짯,Noun,나의 소녀시대,1
삥,Noun,말할 수 없는 비밀,3
사,Modifier,5일의마중,1
사,Modifier,그시절 우리가 좋아했던 소녀,10
사,Modifier,나의 소녀시대,2
사,Modifier,말할 수 없는 비밀,10
사,Modifier,시절인연,1
사,Modifier,청설,1
사,Modifier,패왕별희,4
사,Noun,그시절 우리가 좋아했던 소녀,5
사,Noun,나의 소녀시대,1
사,Noun,말할 수 없는 비밀,2
사,Noun,청설,1
사,Noun,패왕별희,1
사가,Noun,말할 수 없는 비밀,1
사가,Noun,패왕별희,1
사가하나도,Verb,청설,1
사간을,Verb,말할 수 없는 비밀,1
사갔다,Verb,말할 수 없는 비밀,1
사건,Noun,5일의마중,1
사건,Noun,그시절 우리가 좋아했던 소녀,7
사건,Noun,나의 소녀시대,2
사건,Noun,말할 수 없는 비밀,4
사건,Noun,청설,2
사건,Noun,패왕별희,3
사게,Verb,말할 수 없는 비밀,2
사게한,Verb,패왕별희,1
사겨,Verb,그시절 우리가 좋아했던 소녀,2
사겨라도,Verb,그시절 우리가 좋아했던 소녀,1
사겨야,Verb,그시절 우리가 좋아했던 소녀,1
사겼던,Verb,그시절 우리가 좋아했던 소녀,3
사겼어,Verb,그시절 우리가 좋아했던 소녀,1
사겼으면,Verb,그시절 우리가 좋아했던 소녀,1
사고,Noun,5일의마중,1
사고,Noun,나의 소녀시대,1
사고,Noun,말할 수 없는 비밀,4
사고,Noun,청설,1
사고,Noun,패왕별희,2
사고싶다,Verb,말할 수 없는 비밀,3
사고싶어,Verb,말할 수 없는 비밀,1
사고싶은,Verb,말할 수 없는 비밀,1
사고싶음,Verb,말할 수 없는 비밀,1
사골,Noun,나의 소녀시대,1
사과,Noun,그시절 우리가 좋아했던 소녀,30
사과,Noun,나의 소녀시대,3
사과,Noun,말할 수 없는 비밀,3
사과,Noun,청설,2
사구만,Noun,그시절 우리가 좋아했던 소녀,1
사귀,Verb,그시절 우리가 좋아했던 소녀,1
사귀게,Verb,그시절 우리가 좋아했던 소녀,1
사귀게,Verb,나의 소녀시대,1
사귀겟지,Verb,그시절 우리가 좋아했던 소녀,1
사귀고,Verb,그시절 우리가 좋아했던 소녀,6
사귀고,Verb,말할 수 없는 비밀,1
사귀고있겠지라며,Verb,그시절 우리가 좋아했던 소녀,1
사귀고있었을까,Verb,그시절 우리가 좋아했던 소녀,1
사귀기,Verb,말할 수 없는 비밀,1
사귀는,Verb,그시절 우리가 좋아했던 소녀,4
사귀는,Verb,청설,1
사귀는거,Verb,그시절 우리가 좋아했던 소녀,1
사귀는건,Verb,그시절 우리가 좋아했던 소녀,1
사귀는것도,Verb,그시절 우리가 좋아했던 소녀,1
사귀는게,Verb,그시절 우리가 좋아했던 소녀,1
사귀던,Verb,그시절 우리가 좋아했던 소녀,3
사귀던,Verb,말할 수 없는 비밀,1
사귀던가,Verb,그시절 우리가 좋아했던 소녀,1
사귀려면,Verb,그시절 우리가 좋아했던 소녀,1
사귀면,Verb,그시절 우리가 좋아했던 소녀,2
사귀면,Verb,말할 수 없는 비밀,1
사귀자,Verb,그시절 우리가 좋아했던 소녀,4
사귀자,Verb,나의 소녀시대,1
사귀지도,Verb,그시절 우리가 좋아했던 소녀,2
사귀질,Verb,그시절 우리가 좋아했던 소녀,1
사귄,Verb,그시절 우리가 좋아했던 소녀,5
사귄거도,Verb,그시절 우리가 좋아했던 소녀,1
사귄거야,Verb,그시절 우리가 좋아했던 소녀,1
사귄거지,Verb,나의 소녀시대,1
사귄게,Verb,그시절 우리가 좋아했던 소녀,2
사귄다면,Verb,말할 수 없는 비밀,1
사귄지,Verb,그시절 우리가 좋아했던 소녀,1
사귈,Verb,청설,1
사귈듯,Verb,그시절 우리가 좋아했던 소녀,1
사귈래,Verb,말할 수 없는 비밀,1
사그라드는것을,Verb,패왕별희,1
사극,Noun,패왕별희,1
사기,Noun,그시절 우리가 좋아했던 소녀,1
사기,Noun,나의 소녀시대,1
사기,Noun,말할 수 없는 비밀,10
사나,Noun,그시절 우리가 좋아했던 소녀,1
사나운,Adjective,그시절 우리가 좋아했던 소녀,1
사나이,Noun,말할 수 없는 비밀,1
사납게,Adjective,청설,1
사내,Noun,패왕별희,3
사내아이,Noun,청설,1
사내아이,Noun,패왕별희,3
사념,Noun,5일의마중,1
사는,Verb,5일의마중,1
사는,Verb,그시절 우리가 좋아했던 소녀,1
사는,Verb,말할 수 없는 비밀,4
사는거라는,Verb,그시절 우리가 좋아했던 소녀,1
사는거란,Verb,패왕별희,1
사는게,Verb,말할 수 없는 비밀,1
사는데,Verb,말할 수 없는 비밀,1
사는지,Verb,말할 수 없는 비밀,1
사단,Noun,말할 수 없는 비밀,1
사대,Modifier,말할 수 없는 비밀,1
사두,Noun,그시절 우리가 좋아했던 소녀,1
사들이,Verb,그시절 우리가 좋아했던 소녀,1
사들이고,Verb,말할 수 없는 비밀,1
사라,Noun,그시절 우리가 좋아했던 소녀,1
사라,Noun,말할 수 없는 비밀,4
사라,Noun,시절인연,1
사라져,Verb,말할 수 없는 비밀,1
사라져가고,Verb,패왕별희,1
사라져가는,Verb,말할 수 없는 비밀,1
사라져라,Verb,말할 수 없는 비밀,1
사라졌,Verb,패왕별희,1
사라졌다,Verb,청설,2
사라졌다,Verb,패왕별희,1
사라졌어,Verb,말할 수 없는 비밀,1
사라졌어요,Verb,말할 수 없는 비밀,1
사라졌으나,Verb,말할 수 없는 비밀,1
사라지게,Verb,말할 수 없는 비밀,2
사라지게,Verb,패왕별희,1
사라지고,Verb,그시절 우리가 좋아했던 소녀,3
사라지고,Verb,나의 소녀시대,1
사라지는걸,Verb,그시절 우리가 좋아했던 소녀,1
사라지다니,Verb,말할 수 없는 비밀,1
사라지지,Verb,5일의마중,1
사라지지,Verb,나의 소녀시대,1
사라지지,Verb,말할 수 없는 비밀,8
사라지지,Verb,패왕별희,1
사라지질,Verb,말할 수 없는 비밀,1
사라지질,Verb,청설,1
사라진다,Verb,그시절 우리가 좋아했던 소녀,1
사라질,Verb,말할 수 없는 비밀,1
사라질것,Verb,말할 수 없는 비밀,1
사라질까봐,Verb,말할 수 없는 비밀,1
사라짐,Verb,말할 수 없는 비밀,1
사람,Noun,5일의마중,41
사람,Noun,그시절 우리가 좋아했던 소녀,235
사람,Noun,나의 소녀시대,112
사람,Noun,말할 수 없는 비밀,561
사람,Noun,시절인연,7
사람,Noun,청설,49
사람,Noun,패왕별희,80
사람과,Noun,그시절 우리가 좋아했던 소녀,9
사람과,Noun,나의 소녀시대,2
사람과,Noun,말할 수 없는 비밀,15
사람과,Noun,청설,2
사람과,Noun,패왕별희,3
사람인,Noun,나의 소녀시대,1
사람인,Noun,말할 수 없는 비밀,6
사람인,Noun,패왕별희,1
사랑,Noun,5일의마중,137
사랑,Noun,그시절 우리가 좋아했던 소녀,488
사랑,Noun,나의 소녀시대,212
사랑,Noun,말할 수 없는 비밀,1279
사랑,Noun,시절인연,40
사랑,Noun,청설,335
사랑,Noun,패왕별희,86
사랑과영혼,Noun,말할 수 없는 비밀,2
사랑받기,Verb,말할 수 없는 비밀,1
사랑받는,Verb,그시절 우리가 좋아했던 소녀,1
사랑받는,Verb,나의 소녀시대,1
사랑받던,Verb,그시절 우리가 좋아했던 소녀,1
사랑받던,Verb,나의 소녀시대,1
사랑받았던,Verb,패왕별희,1
사랑받았으면,Verb,5일의마중,1
사랑받으세요,Verb,패왕별희,1
사랑방,Noun,그시절 우리가 좋아했던 소녀,1
사랑스러,Adjective,그시절 우리가 좋아했던 소녀,4
사랑스러,Adjective,나의 소녀시대,5
사랑스러,Adjective,말할 수 없는 비밀,5
사랑스러,Adjective,시절인연,1
사랑스러,Adjective,청설,4
사랑스러우,Adjective,그시절 우리가 좋아했던 소녀,1
사랑스러우면서도,Adjective,그시절 우리가 좋아했던 소녀,1
사랑스러우면서도,Adjective,말할 수 없는 비밀,1
사랑스러운,Adjective,그시절 우리가 좋아했던 소녀,10
사랑스러운,Adjective,나의 소녀시대,14
사랑스러운,Adjective,말할 수 없는 비밀,26
사랑스러운,Adjective,시절인연,2
사랑스러운,Adjective,청설,31
사랑스러운건,Adjective,나의 소녀시대,1
사랑스러운건,Adjective,청설,1
사랑스러워,Adjective,그시절 우리가 좋아했던 소녀,1
사랑스러워,Adjective,나의 소녀시대,1
사랑스러워,Adjective,말할 수 없는 비밀,2
사랑스러워,Adjective,청설,2
사랑스러워서,Adjective,나의 소녀시대,1
사랑스러워서,Adjective,말할 수 없는 비밀,5
사랑스러워요,Adjective,그시절 우리가 좋아했던 소녀,1
사랑스러워요,Adjective,청설,1
사랑스러웠고,Adjective,나의 소녀시대,1
사랑스러웠다,Adjective,그시절 우리가 좋아했던 소녀,1
사랑스러웠다,Adjective,말할 수 없는 비밀,1
사랑스러웠다,Adjective,청설,1
사랑스러웠던,Adjective,말할 수 없는 비밀,2
사랑스러웠습니다,Adjective,청설,1
사랑스러웠어요,Adjective,나의 소녀시대,1
사랑스러웠으나,Adjective,청설,1
사랑스러웠음,Adjective,나의 소녀시대,1
사랑스런,Adjective,그시절 우리가 좋아했던 소녀,2
사랑스런,Adjective,말할 수 없는 비밀,9
사랑스런,Adjective,시절인연,1
사랑스런,Adjective,청설,2
사랑스럽,Adjective,나의 소녀시대,1
사랑스럽,Adjective,말할 수 없는 비밀,1
사랑스럽,Adjective,청설,1
사랑스럽고,Adjective,그시절 우리가 좋아했던 소녀,10
사랑스럽고,Adjective,나의 소녀시대,10
사랑스럽고,Adjective,말할 수 없는 비밀,7
사랑스럽고,Adjective,시절인연,2
사랑스럽고,Adjective,청설,7
사랑스럽구요,Adjective,말할 수 없는 비밀,1
사랑스럽기,Adjective,나의 소녀시대,1
사랑스럽내,Adjective,말할 수 없는 비밀,1
사랑스럽냐,Adjective,나의 소녀시대,1
사랑스럽네,Adjective,청설,1
사랑스럽네요,Adjective,그시절 우리가 좋아했던 소녀,2
사랑스럽네요,Adjective,나의 소녀시대,1
사랑스럽네요,Adjective,말할 수 없는 비밀,1
사랑스럽네요,Adjective,청설,1
사랑스럽다,Adjective,그시절 우리가 좋아했던 소녀,5
사랑스럽다,Adjective,나의 소녀시대,8
사랑스럽다,Adjective,말할 수 없는 비밀,13
사랑스럽다,Adjective,시절인연,3
사랑스럽다,Adjective,청설,8
사랑스럽다고,Adjective,청설,1
사랑스럽다는,Adjective,말할 수 없는 비밀,1
사랑스럽더군,Adjective,청설,1
사랑스럽지만,Adjective,그시절 우리가 좋아했던 소녀,1
사러,Verb,그시절 우리가 좋아했던 소녀,1
사러,Verb,말할 수 없는 비밀,2
사려,Noun,그시절 우리가 좋아했던 소녀,1
사려,Noun,말할 수 없는 비밀,1
사려구요,Verb,말할 수 없는 비밀,2
사려는데,Verb,말할 수 없는 비밀,1
사례,Noun,패왕별희,1
사로잡기에,Verb,나의 소녀시대,1
사로잡는,Verb,5일의마중,1
사로잡는,Verb,말할 수 없는 비밀,4
사로잡는다,Verb,말할 수 없는 비밀,1
사로잡는다,Verb,청설,1
사로잡았다,Verb,청설,1
사로잡았던,Verb,그시절 우리가 좋아했던 소녀,1
사로잡았어,Verb,말할 수 없는 비밀,1
사로잡을줄이야,Verb,말할 수 없는 비밀,1
사로잡지,Verb,그시절 우리가 좋아했던 소녀,1
사로잡힌다,Verb,말할 수 없는 비밀,1
사료,Noun,그시절 우리가 좋아했던 소녀,1
사료,Noun,말할 수 없는 비밀,1
사륜,Noun,말할 수 없는 비밀,1
사를,Verb,패왕별희,1
사름한,Verb,그시절 우리가 좋아했던 소녀,1
사리,Noun,말할 수 없는 비밀,1
사립,Noun,말할 수 없는 비밀,4
사망,Noun,나의 소녀시대,1
사면,Noun,그시절 우리가 좋아했던 소녀,1
사면초가,Noun,패왕별희,4
사무,Noun,청설,1
사무실,Noun,말할 수 없는 비밀,1
사무치게,Verb,5일의마중,1
사무치게,Verb,그시절 우리가 좋아했던 소녀,1
사무치게,Verb,청설,2
사무친,Verb,5일의마중,1
사무칠수가,Verb,패왕별희,1
사물,Noun,그시절 우리가 좋아했던 소녀,1
사뭇,Noun,나의 소녀시대,1
사방,Noun,패왕별희,1
사별,Noun,패왕별희,1
사본,Noun,그시절 우리가 좋아했던 소녀,1
사봤다,Verb,패왕별희,1
사부,Noun,패왕별희,1
사상,Noun,5일의마중,2
사상,Noun,말할 수 없는 비밀,5
사상,Noun,패왕별희,1
사색,Noun,5일의마중,1
사생활,Noun,패왕별희,2
사서,Noun,그시절 우리가 좋아했던 소녀,1
사서,Noun,말할 수 없는 비밀,8
사세요,Verb,시절인연,1
사소한,Adjective,그시절 우리가 좋아했던 소녀,4
사소한,Adjective,나의 소녀시대,1
사소한,Adjective,말할 수 없는 비밀,1
사소한거까지,Adjective,말할 수 없는 비밀,1
사소한건데,Adjective,그시절 우리가 좋아했던 소녀,1
사실,Noun,5일의마중,1
사실,Noun,그시절 우리가 좋아했던 소녀,19
사실,Noun,나의 소녀시대,9
사실,Noun,말할 수 없는 비밀,41
사실,Noun,청설,8
사실,Noun,패왕별희,15
사실이건,Verb,나의 소녀시대,1
사실이네요,Verb,그시절 우리가 좋아했던 소녀,1
사실이네요,Verb,말할 수 없는 비밀,1
사심,Noun,말할 수 없는 비밀,2
사십,Modifier,말할 수 없는 비밀,1
사야겠어요,Verb,말할 수 없는 비밀,2
사야지,Verb,말할 수 없는 비밀,1
사양,Noun,말할 수 없는 비밀,1
사연,Noun,5일의마중,2
사연,Noun,나의 소녀시대,1
사연,Noun,청설,1
사오,Modifier,말할 수 없는 비밀,6
사오리,Noun,말할 수 없는 비밀,1
사와서,Verb,그시절 우리가 좋아했던 소녀,2
사용,Noun,그시절 우리가 좋아했던 소녀,3
사용,Noun,나의 소녀시대,1
사용,Noun,말할 수 없는 비밀,4
사운드,Noun,나의 소녀시대,1
사운드,Noun,말할 수 없는 비밀,11
사운드,Noun,청설,3
사운드,Noun,패왕별희,1
사운드트랙,Noun,나의 소녀시대,1
사운드트랙,Noun,말할 수 없는 비밀,1
사의,Noun,5일의마중,1
사의,Noun,패왕별희,1
사이,Modifier,그시절 우리가 좋아했던 소녀,2
사이,Modifier,말할 수 없는 비밀,2
사이,Noun,5일의마중,2
사이,Noun,그시절 우리가 좋아했던 소녀,9
사이,Noun,나의 소녀시대,5
사이,Noun,말할 수 없는 비밀,9
사이,Noun,청설,6
사이,Noun,패왕별희,3
사이다,Noun,5일의마중,1
사이다,Noun,그시절 우리가 좋아했던 소녀,1
사이다,Noun,나의 소녀시대,1
사이드,Noun,나의 소녀시대,1
사이비종교,Noun,패왕별희,1
